"";"ley";"id";"año";"mes";"apellido";"rol";"texto";"discurso"
"1";"21556";3;2023;3;"LEIVA";"de pie";"El señor LEIVA (de pie).-
Señor Presidente, en representación de la Comisión de Constitución, Legislación, Justicia y Reglamento, paso a informar el proyecto de ley, en primer trámite constitucional y reglamentario, iniciado en mensaje, que modifica la ley N° 17.798, que establece el Control de Armas, para aumentar la pena del delito de porte de armas en lugares altamente concurridos.
La idea matriz o fundamental del proyecto consiste en modificar la ley N° 17.798, sobre control de armas, para aumentar la pena del delito de porte de armas en lugares altamente concurridos.
Durante la discusión del proyecto se recibió al subsecretario de Prevención del Delito, señor Eduardo Vergara Bolbarán ; al subsecretario de Justicia, señor Jaime Gajardo Falcón ; a la jefa de la División Jurídica del Ministerio de Justicia y Derechos Humanos, señora María Ester Torres Hidalgo, y al asesor legislativo del Ministerio del Interior y Seguridad Pública, señor José Tomás Humud Respaldiza .
El mensaje señala que la ley Nº 17.798, sobre control de armas, tipifica una serie de delitos asociados a la posesión, tenencia y porte de armas y otros elementos prohibidos, además de otros ilícitos dirigidos a desincentivar su comercialización y uso indiscriminado. Agrega que dicha ley asigna la misma pena a los delitos de posesión y tenencia de armas y otros elementos prohibidos (consistentes en estar en posesión o tenencia de un arma dentro de un inmueble privado, sin la debida autorización) y al de porte (acción de llevar consigo un arma, sin la debida autorización). De esta manera, una conducta que representa un mayor peligro para el bien jurídico protegido, como es el porte de armas, es castigada con la misma pena que la mera tenencia del arma.
En efecto, los requisitos para el porte de un arma u otro elemento prohibido son considerablemente más estrictos
que los requisitos para su posesión o tenencia. Se indica que cuando el porte del arma prohibida o sin autorización se verifica en un lugar altamente concurrido el potencial peligro es mayor, pues un mayor número de personas se encuentran expuestas al mismo. Se trata así de casos en los que la sanción debe ser especialmente severa.
Expresa que las diferencias penológicas que contempla nuestra legislación tienen que ver más bien con la naturaleza del arma o elemento que se tiene o porta. Por ejemplo, la ley asigna una pena mayor al delito de tenencia o porte de armas de fuego (presidio menor en su grado máximo) que al de tenencia o porte de fuegos artificiales (presidio menor en su grado mínimo).
En la práctica judicial, nuestros tribunales evalúan la peligrosidad concreta que representa el porte de armas, y en muchos casos estiman que la conducta es atípica cuando esta tiene lugar en un predio rural sin personas en los alrededores o el arma no está en condiciones de ser disparada. Por el contrario, si el arma se porta en la vía pública, la conducta se estima típica.
Lo anterior, como señala la académica señora Myrna Villegas , se explica porque el porte de armas en la vía pública constituye una conducta per se idónea para poner en peligro el bien jurídico: seguridad colectiva, razón que la lleva a afirmar la necesidad de incorporar una diferencia de pena al porte de armas cuando, por el contexto en el que se desarrolla el delito, este representa un mayor potencial de riesgo para terceros.
El proyecto de ley contiene un artículo único, que agrega un inciso tercero, nuevo, al artículo 17 B de la ley N° 17.798, sobre control de armas. Esta nueva disposición tiene como propósito sancionar en forma especial a aquella persona que porta un arma en un lugar concurrido.
Así la propuesta establece que si los delitos de porte de armas o artefactos descritos en los artículos 9, inciso primero, y 14 de esta ley se cometieren en lugares altamente concurridos, tales como la vía pública, edificios públicos o de libre acceso al público, ferias libres, mercados, centros comerciales, eventos deportivos o espectáculos, o dentro de medios de transporte público, instalaciones sanitarias, de almacenamiento o transporte de combustibles, de instalaciones de distribución o generación de energía eléctrica, portuarias, aeropuertos o estaciones ferroviarias, incluyendo las de trenes subterráneos, u otros lugares semejantes, se impondrá al responsable la pena señalada al delito con exclusión de su grado mínimo, si ella consta de dos o más grados, o de su mitad inferior, si la pena es de un grado de una divisible.”.
Como se puede apreciar, aquí la pena es superior a la del delito de porte de armas cometido en otras circunstancias, porque un lugar concurrido, en este caso altamente concurrido, implica un mayor riesgo por la cantidad de personas presentes en el evento del uso del arma o el potencial peligro que representa una persona portando un arma en tales lugares.
En la comisión el proyecto se perfeccionó, indicando un listado de lugares no taxativo con eventual concurrencia de personas.
Tras la aprobación de este proyecto en la comisión, solicito su aprobación a esta honorable Sala.
He dicho.";1
"2";"21556";5;2023;3;"CARTER";NA;"El señor CARTER.-
Señor Presidente, para nadie es un misterio que en los últimos años se ha producido un importante aumento de delitos violentos en nuestro país. Todos los días somos testigos de múltiples delitos que tienen en común el porte de armas de fuego para amedrentar a las víctimas.
Resulta casi anecdótico recordar la antigua delincuencia de no hace más de diez años, porque si bien en Chile siempre han existido delincuentes, hoy están evolucionando; si antes éramos víctimas de un asalto con arma blanca, hoy estamos expuestos a encerronas con pistolas; si antes el peligro era perder la billetera o el celular en
el transporte público, hoy es perder la vida.
La PDI y Carabineros también han tenido que adaptar sus procedimientos: de incautar armamento hechizo pasaron a incautar armamento de guerra.
Según cifras entregadas por Carabineros, el año 2022 se registraron 842 homicidios a nivel nacional, un 43 por ciento más que en 2021.
Quiero graficar las cifras.
De acuerdo con la misma estadística, durante los primeros seis meses de 2022 se registraron como promedio diario dos homicidios, ocho violaciones, treinta y cinco portonazos o encerronas y noventa robos de vehículos.
Frente a este escenario, la efectividad policial alcanza solo a un 14 por ciento. En otras palabras, de cada diez delitos que ocurren en un día solo un delincuente termina detenido.
Tenemos que tratar de aumentar las penas referentes al porte de armas. No se explica que vuelvan a ocurrir situaciones como los funerales narcos, por ejemplo, el que hubo en Valparaíso la semana pasada, en que niños, niñas y adolescentes no pudieron asistir a sus establecimientos de educación ante el riesgo de perder la vida por una bala loca, o hechos como el reciente tiroteo en el aeropuerto de Santiago.
La delincuencia aparece como una de las principales problemáticas de la ciudadanía en todas las encuestas de opinión pública, y dada la rapidez con que los delincuentes se adaptan a las nuevas prácticas es que debemos avanzar en proyectos sobre la materia y dejar de criticar a la oposición o a aquel que no piense como el gobierno.
Por lo tanto, votaré a favor este proyecto.
He dicho.";1
"3";"21556";7;2023;3;"RAPHAEL";"doña Marcia";"La señora RAPHAEL (doña Marcia).-
Señor Presidente, duele Chile, duele sentir el miedo de millones de compatriotas, quienes cuando salen muy temprano a trabajar, no tienen claridad de si volverán a sus casas, no tienen certezas de que no serán víctimas de un asalto o de una encerrona, y no tienen certeza de lo más importante: de que no serán víctimas de un homicidio.
A estos miles de chilenos que salen muy temprano para llevar el pan a sus casas y poder solventar los sueños y anhelos de sus hijos el Estado de Chile y el gobierno del Presidente Boric no les están entregando la principal obligación que emana del contrato social: brindarles seguridad y entregarles el derecho a vivir sin miedo.
Duele pensar que funcionarios de Carabineros de Chile, quienes se entregan en cuerpo y alma para protegernos, tampoco tengan certeza de si van a volver a sus casas, de si no serán víctimas de una agresión, de si serán dados de baja o condenados por un procedimiento o de si serán condenados por la clase política de izquierda, como fue durante el estallido social, en que todos sabemos quiénes se creían prácticamente jueces haciendo condenas por Twitter.
¿No le parece que este es el mundo al revés?
También duele pensar que para que estemos aquí hoy tuvimos que esperar la muerte de dos carabineros; tuvimos que esperar que una madre de dos niños, como la sargento segundo Rita Olivares , nunca más volviera a ver a su familia.
Por supuesto que apoyaremos esta iniciativa. Por supuesto que apoyaremos cualquier iniciativa que permita, de una vez por todas, combatir el flagelo que significa el poder de fuego por parte de los delincuentes que día a día se toman nuestras poblaciones y llenan de miedo y angustia a miles de chilenos.
Este es un buen proyecto, que aumenta considerablemente las penas partiendo desde los cuatro años y un día, y en lugares concurridos, desde los cinco años.
Ahora debemos avanzar en políticas públicas que permitan aumentar la fiscalización y enfrentar con todo el rigor de la ley el porte ilegal de armas.
Por último, espero que el gobierno y la ministra del Interior no continúen actuando de manera reactiva. Los chilenos no pueden esperar; los carabineros, nuestras Fuerzas de Orden no pueden esperar.
He dicho.";1
"4";"21556";9;2023;3;"FRIES";"doña Lorena";"La señora FRIES (doña Lorena).-
Señor Presidente, la escalada de violencia que estamos viviendo como sociedad merece nuestra mayor atención y preocupación. Creo con profunda convicción que así como tenemos el deber de responder ya ante el avance de la violencia, la urgencia no nos puede llevar a erosionar las bases de nuestra convivencia social ni a trincheras y medidas que pueden sonar bien para algunos sectores, pero que a la larga son incompatibles con las garantías mínimas de un buen vivir para la ciudadanía.
La violencia con armas de fuego me resulta especialmente preocupante por la gravedad con que se amenaza el derecho a la vida. Creo que la discusión nos exige partir sobre la base de que a mayor facilidad en el acceso a armas de fuego, sean legales o ilegales, mayor violencia y, por tanto, mayor exposición al delito.
Lo anterior no es una afirmación antojadiza. Me permito un momento para ilustrar el contexto en que vivimos en nuestro país.
Según información entregada por la Policía de Investigaciones, del total de homicidios en Chile, el 57 por ciento fue cometido con armas de fuego, un alarmante aumento de un 47 por ciento respecto del año 2022.
A noviembre de 2022 existen en Chile 767.454 armas inscritas activas, de las cuales -hago énfasis en este punto por razones de géneroel 93 por ciento corresponden a hombres y el 7 por ciento a mujeres. De esas armas, 200 no sabemos dónde están.
Cabe decir también que, de acuerdo con información de la Fiscalía Regional Metropolitana Sur, más de un 80 por ciento de los delitos violentos se cometen con armas de fuego inscritas. Entre enero de 2020 y septiembre de 2022 se incautaron 3.795 armas, dando cuenta de una realidad alarmante: el 29 por ciento correspondió a armas inscritas y, peor aún, el 26 por ciento de las armas tenían su número de serie borrado, por lo que no se sabe si están inscritas o no.
A estas cifras debemos agregar una alta cantidad de armas circulantes al margen de la ley, que nos permiten constatar cómo una cultura proarmas es una cultura a favor de la violencia.
Por ello, este proyecto está dentro de la senda que queremos seguir, que en el fondo es: urgente control y restricción al porte y tenencia de armas, y fortalecimiento y apoyo a la función que realizan las policías. Todo ello, en el marco del Estado de derecho y el respeto a las garantías fundamentales.
He dicho.";1
"5";"21556";11;2023;3;"BUGUEÑO";NA;"El señor BUGUEÑO.-
Señor Presidente, hoy estamos reunidos con urgencia para fortalecer la seguridad de nuestra gente. El lamentable deceso de la carabinera sargento Rita Olivares es la gota que rebasó el vaso.
No queremos más muertes por armas de fuego ni de ningún tipo. ¿Cómo puede ser que un delincuente tenga en sus manos el poder de apagar la vida de una persona, uniformada o civil? ¿Cómo puede ser que ellos tengan la posibilidad de asesinar y quedar impunes?
Hago un llamado a fortalecer las penas. Por ello, apoyo este proyecto, que votaré a favor, pero siento que no es suficiente.
El porte de armas en manos de inescrupulosos es uno de los males más peligrosos en nuestra sociedad. Las policías deben hacer su trabajo y los delincuentes homicidas, pagar con cadena perpetua. ¡No más facilidades ni premios por buena conducta!
Atacar y asesinar con un arma de fuego es un delito grave y debe ser sancionado con todo el peso de la ley. No queremos más mártires, no queremos más vecinos ni vecinas amedrentados por la violencia. ¡No más asesinatos!
Pido mano dura para el delincuente que es capaz de disparar un arma de fuego contra su víctima; si él no tuvo compasión al apretar el gatillo, no la tengamos tampoco al momento de juzgar su actuar.
He dicho.";1
"6";"21556";13;2023;3;"DE REMENTERÍA";NA;"El señor DE REMENTERÍA.-
Señor Presidente, este proyecto es de todo sentido, pues vivimos una situación de seguridad bastante delicada.
Nuestro sector tuvo ciertos problemas en reconocer estos temas; pero también los tiene la derecha en cierto sentido, y uno de esos problemas es su amor por las armas.
Hoy analizamos un proyecto que aumenta las penas por el porte de armas en lugares públicos, algunos altamente concurridos, como ciertas fiestas, donde han ocurrido tiroteos.
Sin embargo, tenemos un problema más profundo: las armas deben estar en las manos de las personas a las que les dimos su monopolio y no en manos de particulares. Lo planteo, porque hemos visto cómo ha proliferado el robo de armas, que han sido usadas después en la comisión de delitos.
Hay datos certeros que señalan que la mayoría de las armas usadas en la comisión de delitos alguna vez fueron inscritas por un particular. Al buscar en internet armería ilegal podemos encontrar armas con las que se han cometido una serie de delitos y que han sido provistas por armeros establecidos legalmente.
Debemos lograr un gran acuerdo para combatir la tenencia de armas, con el fin de sacar las armas de las manos de los particulares para fines distintos de los deportivos y buscar la manera en que esas armas no lleguen a manos de los delincuentes.
He dicho.";1
"7";"21556";15;2023;3;"ARAYA";"don Cristián";"El señor ARAYA (don Cristián).-
Señor Presidente, no le creo al gobierno cuando dice estar comprometido con la seguridad de los chilenos. No le
creo al Presidente cuando dice que no puede dormir pensando en cómo mejorar la seguridad del país, y menos le creo cuando dice que va a ser un perro contra la delincuencia.
No le creo tampoco a la Mesa de la Cámara cuando dice que la seguridad es su principal prioridad, y no les creo a muchos en esta Sala que ahora dicen respaldar a Carabineros y a la PDI.
¿Saben por qué no les creo? Porque son los mismos que cantaban y saltaban contra Carabineros, los mismos que se fotografiaban y ensalzaban la figura del “perro Matapacos”, son los mismos que recibieron como héroes a un grupo de delincuentes encapuchados en el ex-Congreso Nacional, son los mismos que difundían falsas noticias contra Carabineros, son los mismos que llamaban a refundar a Carabineros. Permítanme no creerles.
Presidente Mirosevic , a usted no le creo, porque usted consideraba como desproporcionado que un carabinero usara su arma de servicio frente a un tipo armado con un machete en Panguipulli. Usted votó en contra del proyecto contra el crimen organizado y en contra de la “ley Nain” 1. No le creo, porque como Presidente privilegió otros proyectos ideológicos por sobre los proyectos de seguridad.
Y no les creo a muchos otros, como al diputado socialista Leonardo Soto , miembro de la Comisión de Constitución, Legislación, Justicia y Reglamento, y vicepresidente del Partido Socialista, quien se fotografió con un mural del “perro Matapacos” y después se jactó de ello en sus redes sociales.
No le creo a la diputada Carmen Hertz , quien, junto con otros diputados del período anterior, denunció que en la estación Baquedano del metro había un centro de tortura y nunca pidieron perdón.
No les creo, porque el diputado Hirsch afirmaba en su Twitter que Carabineros se había convertido en una banda de criminales con uniforme, maleantes y corruptos que matan impunemente.
No les creo, porque la semana pasada el diputado socialista Ilabaca negaba la unanimidad para acelerar la discusión en varios proyectos de seguridad, traspasándolos desde la Comisión de Constitución, Legislación, Justicia y Reglamento a la Comisión de Seguridad Ciudadana.
No les creo, porque, cuando eran diputados, el Presidente Boric , los ministros Jackson , Vallejo y Fernández , y el subsecretario Monsalve , que está presente en la Sala, votaron en contra de los proyectos de ley que sancionan el robo de maderas 1 y 2, del proyecto de “ley Nain” 1, del proyecto de ley “Juan Barrios”; votaron en contra de la renuncia expresa a la violencia en los partidos políticos, en contra del proyecto de infraestructura crítica y en contra de la ley antiportonazos.
Permítanme que no les crea a comunistas, frenteamplistas y socialistas, que ahora dicen respaldar a Carabineros, pero que han menoscabado e injuriado sistemáticamente a nuestras policías y han respaldado cada una de las querellas interpuestas por el Instituto Nacional de Derechos Humanos en contra de nuestras policías.
Al Presidente Boric no le creo, ya que para nombrar a sus ministros parece ser un requisito haber denigrado a Carabineros. No le creo al Presidente, porque apenas asumió, los abogados de Interior dejaron de actuar, retiraron querellas por ley de seguridad interior del Estado, indultó a trece delincuentes del estallido delictual y prefirió poner urgencia al proyecto sobre el Día de la Visibilidad Lésbica y no a los proyectos de ley sobre seguridad.
Definitivamente, no les creo; permítanme no creerles.
Los republicanos votaremos a favor este proyecto y todos los que mejoren la seguridad de los chilenos, todos los proyectos que respalden a nuestras policías y todos los que combatan frontalmente la delincuencia, el narcotráfico, el terrorismo y la inmigración ilegal.
He dicho.";1
"8";"21556";17;2023;3;"ILABACA";NA;"El señor ILABACA.-
Señor Presidente, usted tiene la obligación legal de llamar al orden a aquellos diputados que se salen de la cuestión sometida a examen.
En estos momentos estamos debatiendo una norma importante respecto de control de armas, y hemos escuchado de un diputado solamente descalificaciones hacia una serie de diputados, sin siquiera dirigirse a la Mesa.
Si quiere colaborar con el desarrollo de una discusión transversal sobre temas de fondo, como es la seguridad, hay que dejar ese tipo de parodias, porque yo tampoco les creo a aquellos que manejan curados.
He dicho.";1
"9";"21556";19;2023;3;"AHUMADA";"doña Yovana";"La señora AHUMADA (doña Yovana).-
Señor Presidente, saludo a quienes nos acompañan en esta sesión.
Hoy debemos enfocarnos en lo más importante: la seguridad de todos los chilenos; pero, lamentablemente, estamos viendo cómo pelean de un sector y del otro.
Acá lo más importante son los chilenos que cada día están perdiendo la seguridad y la tranquilidad con la que vivían. Hay padres de familia que no pueden llegar tranquilos a sus hogares y alumnos que tampoco pueden ir tranquilos al colegio.
Hoy tenemos al crimen organizado instalado en nuestros barrios, en nuestras regiones y, en general, en todo nuestro país. Es ahí donde les pido que podamos enfocarnos, sin distinción de colores políticos.
En la Región de Antofagasta todos los días estamos viendo morir a alguien producto de un arma. Por nuestras fronteras ingresan armas ilegales. Un ejemplo: hace pocos días fue encontrado un camión con ciento setenta rifles y sesenta pistolas. ¡Eso es lo que está ingresando a nuestro país! ¡Por eso debemos preocuparnos de la vida de cada uno de los chilenos!
Es nuestra responsabilidad avanzar, y hacerlo sin importar el color político, porque lo que importa es la vida de cada uno de nosotros. Digo “nosotros”, porque todos somos chilenos.
Nuestras regiones están infectadas de delincuencia, narcotráfico y crimen organizado. Es triste ver cómo cada uno de nosotros no puede volver tranquilo a su hogar.
Lo más importante es pensar en la vida de cada uno de los chilenos y enfocarnos en nuestro trabajo legislativo, dejando de lado las ideologías y los colores políticos.
He dicho.";1
"10";"21556";21;2023;3;"TEAO";NA;"El señor TEAO.-
Señor Presidente, colegas, en virtud de la Constitución los ciudadanos le entregan el poder al Estado para que concentre el monopolio del uso de la fuerza, de las armas y tenga a su cargo la tarea de controlar el orden público, a través de las fuerzas de orden y seguridad. Esos funcionarios –carabineros están dejando de usar sus armas en legítima defensa, puesto que si lo hacen terminan en juicios. Por eso, se están muriendo.
¡Basta ya! ¡Basta!
El problema de la seguridad pública que enfrenta Chile ha direccionado la discusión hacia distintas aristas. Una de ellas es la influencia de las armas particulares en la delincuencia y la sensación de inseguridad que inunda a las personas durante las últimas semanas.
En agosto de 2022, la PDI dio a conocer cifras. Hubo un aumento de los homicidios en el país, el 60 por ciento de los cuales se llevó a cabo con armas de fuego, entre ellas armas hechizas y otras que no se encuentran registradas en la base de datos del país.
En el caso particular de los homicidios con armas de fuego, las cifras demuestran una notoria alza respecto de años anteriores. Del mismo modo, las características de los homicidios han cambiado.
Al respecto, la Fundación Paz Ciudadana plantea que, en 2015, el 70 por ciento de estos delitos era cometido por un vecino, un familiar o un conocido de la víctima. Sin embargo, hoy la cifra ha cambiado. También es relevante señalar que este aumento ha sido progresivo en el tiempo. Según cifras de la fiscalía, y a pesar de lo que trasciende a la opinión pública, solo un 3,8 de los imputados son extranjeros.
La ministra del Interior y Seguridad Pública, Carolina Tohá , se comprometió hace un par de meses a dar respuesta a la petición que hicimos hace un año, para crear un catastro de armas adquiridas, robadas y extraviadas. No solo eso, todavía esperamos que acoja nuestro proyecto de resolución que persigue la elaboración de un registro nacional de autos blindados.
Hoy, los delincuentes están más armados y blindados que las Fuerzas de Orden y Seguridad Pública. Es inaceptable que este gobierno no haga nada al respecto. Resulta lógico, entonces, que los delincuentes piensen que este gobierno es débil.
No lleguemos al punto de que sean los delincuentes quienes protejan a los ciudadanos por una cuota de dinero, como podría ocurrir en las tomas de la región, principalmente en los cerros de Valparaíso. No puedo dejar de mencionar las palabras de los migrantes ilegales en Chile respecto del actuar de nuestros carabineros y de la PDI: “Aquí, la policía es como estar en un paraíso”.
En cualquier país sudamericano, nadie quiere toparse con un policía.
Iorana e maururu.
He dicho.";1
