"";"ley";"id";"año";"mes";"apellido";"rol";"texto";"discurso"
"1";"21483";3;2021;7;"WALKER";"de pie";"El señor WALKER (de pie).-
Señor Presidente, honorable Sala, vengo en informar, en representación de la Comisión de Constitución, Legislación, Justicia y Reglamento, el proyecto de ley que modifica el Código Penal para reforzar la protección penal a la infancia y a otras personas que indica.
El proyecto se inició en mensaje de su excelencia el Presidente de la República y en moción suscrita por las siguientes diputadas y los siguientes diputados: Víctor Torres , Gonzalo Fuenzalida , Marcos Ilabaca , Pamela Jiles , René Saffirio , Gabriel Silber , Leonardo Soto , Camila Vallejo y quien informa.
La idea matriz o fundamental del proyecto consiste en introducir un conjunto de modificaciones al Código Penal con el propósito de reforzar la protección penal a la infancia y a las otras personas que indica, que son, en la práctica, niños, niñas y adolescentes, personas con discapacidad y adultos mayores.
En la fundamentación de motivos, el mensaje señala que dados los dolorosos hechos ocurridos en el último tiempo, se ha visto la necesidad de establecer, por una parte, un reproche penal de suyo intenso respecto de aquellos casos en los que, con ocasión de un robo o de una violación, ocurre un resultado de muerte de niños, niñas o adolescentes, o personas que, en atención a sus circunstancias de edad o salud, deben ser objeto de especial protección por parte de la legislación penal.
Por su parte, la moción expresa que todas las personas podemos ser vulnerables ante un delito; sin embargo, hay un sector de la población que es especialmente vulnerable, no solo por su incapacidad de defenderse, sino por la evidente diferencia física entre quien comete el delito y quien es víctima. Se trata de niños y niñas que ante la comisión de un ilícito no tienen las herramientas necesarias para enfrentarlo y dependen únicamente de la
6
presencia de adultos y la posibilidad de que ellos logren repeler la agresión. Así se consideró en la Declaración Universal de los Derechos del Niño, cuando señala en su preámbulo que “el niño, por su falta de madurez física y mental, necesita protección y cuidados especiales, incluso la debida protección legal,”.
En definitiva, este proyecto considera de especial gravedad cometer un delito contra una víctima menor de 18 años, un adulto mayor o una persona con discapacidad, en los términos de la ley N° 20.422.
El artículo primero del texto aprobado introduce un conjunto de modificaciones al Código Penal, en el siguiente sentido.
Agrega un nuevo numeral 22° en el artículo 12 de dicho código. Ese nuevo numeral considera como agravante el “Cometer el delito contra una víctima menor de 18 años, un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422.”.
Asimismo, modifica el artículo 69. Esa disposición establece que dentro de los límites de cada grado, el tribunal determinará la cuantía de la pena en atención al número y entidad de las circunstancias atenuantes y agravantes y a la mayor o menor extensión del mal producido por el delito. A esto el proyecto agrega que el tribunal deberá tener en especial consideración la circunstancia de ser la víctima un niño o niña, adulto mayor o persona con discapacidad, en los términos de la ley N° 20.422.
También el proyecto modifica el artículo 141, norma que regula el delito de secuestro, en cuyo inciso final se establece una pena de mayor gravedad cuando, con motivo del secuestro, se comete homicidio y, además, entre otros delitos, el de violación y el de violación sodomítica. Se elimina de esta norma la referencia a la violación sodomítica, por estar ya comprendida en el delito de violación.
Además, se incorpora en este artículo un inciso final que establece que “Si la víctima de estos delitos fuere un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422, se excluirá el mínimum o el grado mínimo de las penas señaladas en los incisos anteriores, según si la pena consta de un solo grado o es compuesta, respectivamente.”.
Se incorpora al artículo 361, que regula el delito de violación, un inciso, que establece que “Si la víctima fuere un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422, la pena se impondrá en su máximo.”.
En el artículo 362, que regula la violación a un menor de catorce años, se eleva la pena de presidio mayor en cualquiera de sus grados a presidio mayor en sus grados medio a máximo.
Se deroga el artículo 365. Esa norma establece que el que “accediere carnalmente a un menor de dieciocho años de su mismo sexo, sin que medien las circunstancias de los delitos de violación o estupro, será penado con reclusión menor en sus grados mínimo a medio.”. La derogación obedece a su carácter discriminatorio, por no existir tal figura penal cuando se trata de un menor de diferente sexo.
En el artículo 366, el cual castiga al que abusivamente realizare una acción sexual distinta del acceso carnal con una persona mayor de catorce años, se agrega un inciso final que establece que “Si la víctima de estos delitos fuere un adulto mayor o una persona en situación de discapacidad en los términos de la ley N° 20.422, se excluirá el mínimum o el grado mínimo de las penas señaladas en los incisos anteriores, según si la pena consta de un solo grado o es compuesta, respectivamente.”
En el artículo 372 bis, el cual establece que “el que con ocasión de violación, cometiere además homicidio en la persona de la víctima, será castigado con presidio perpetuo a presidio perpetuo calificado”, se agrega un inciso final, el cual señala que “Si la víctima fuere un menor de 18 años, un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422, la pena se impondrá en su máximo.”.
En el artículo 390, que castiga al que “conociendo las relaciones que los ligan, mate a su padre, madre o hijo, a cualquier otro de sus ascendientes o descendientes o a quien es o ha sido su cónyuge o su conviviente”, se agrega un inciso final que dispone que “Si la víctima de este delito fuere un menor de 18 años, un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422, se excluirá el grado mínimo de la pena señalada en el inciso anterior.”.
6
En el artículo 391, que castiga el delito de homicidio calificado, se incorpora la siguiente circunstancia sexta, que señala que también lo será “Cuando el delito se cometa contra un menor de 18 años, un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422.”.
Por su parte, también se modifica el numeral 2° de esta norma, que castiga el homicidio cuando no concurren circunstancias calificantes, elevando la pena de presidio mayor en su grado medio a presidio mayor en sus grados medio a máximo.
En el inciso tercero del artículo 411 bis, que sanciona el tráfico de inmigrantes, se agrega al caso en que se aumenta la pena en un grado cuando se pone en riesgo la vida de un “menor de edad,” los casos del “adulto mayor o persona con discapacidad en los términos de la ley N° 20.422”.
Se incorpora al artículo 433, que castiga el robo con violencia o intimidación en las personas, que “Si la víctima de estos delitos fuere un menor de 18 años, un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422, se excluirá el grado mínimo de las penas señaladas en los numerales anteriores.”.
Se incorpora al artículo 436, que castiga en términos generales los robos ejecutados con violencia o intimidación, el siguiente inciso final nuevo: “Si la violencia o intimidación recayese en una persona menor de 18 años, un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422, se aplicará el máximo de las penas establecidas en los incisos precedentes.”.
Se modifica el artículo 439, que regula la violencia o intimidación en las personas, de manera que se incluye dentro de los supuestos de intimidación para apropiarse u obtener la entrega o manifestación de un vehículo motorizado o de las cosas ubicadas dentro del mismo, la causal de que se “amenace la integridad de niños que se encuentren al interior del vehículo”. Lamentablemente, ello ha ocurrido en forma reiterada en los delitos conocidos como “portonazos”.
En el artículo 449, que regula la determinación de las penas respecto a los delitos de apropiación de cosas muebles contra la voluntad del dueño, robo con violencia en las personas, robo con fuerza en las cosas, hurto y abigeato, se agrega el siguiente numeral: “3ª. Siempre se considerará como agravante especial en los casos no contemplados en las reglas anteriores, cuando la víctima sea menor de 18 años, adulto mayor o persona con discapacidad en los términos de la ley N° 20.422.”.
Se intercala un nuevo inciso tercero en el artículo 474, que regula el delito de incendio. Este nuevo inciso establece que “Si la víctima de este delito fuere un menor de 18 años, un adulto mayor o una persona con discapacidad en los términos de la ley N° 20.422, se excluirá el grado mínimo de la pena señalada en los incisos anteriores.”.
Finalmente, se agrega un artículo segundo al proyecto. Esta disposición intercala en el inciso tercero del artículo 3° del decreto ley N° 321, de 1925, que Establece la Libertad Condicional para las Personas Condenadas a Penas Privativas de Libertad, a continuación de la expresión “femicidio,” e inmediatamente antes de la expresión “homicidio calificado”, la expresión “homicidio simple,”. De esta manera el homicidio simple queda dentro de los delitos respecto de los cuales solo se podrá postular a la libertad condicional cuando los solicitantes hubieren cumplido dos tercios de la pena. Esto como una forma de relevar el valor jurídico de la vida humana.
Es por eso que la Comisión de Constitución, Legislación, Justicia y Reglamento solicita la aprobación de este proyecto a esta honorable Sala.
Es todo cuanto puedo informar.
He dicho.";1
"2";"21483";5;2021;7;"OLIVERA";"doña Érika";"La señora OLIVERA (doña Érika).-
6
Señor Presidente, en los últimos años la seguridad ciudadana se ha convertido en una importante preocupación para gran parte de los chilenos y de las chilenas.
En los medios de comunicación vemos cómo día a día se cometen delitos que se caracterizan por la violencia, que no distinguen origen social, edad o sexo. Todos somos eventuales víctimas, ya sea directamente o indirectamente cuando la víctima es un integrante de nuestra familia.
Con dolor hemos visto cómo muchas familias han perdido a sus seres queridos en manos de la delincuencia, especialmente producto de las modalidades de cometer delitos que se han hecho habituales. Hablo de los “portonazos”, forma de robo con intimidación que semana a semana cobra nuevas víctimas.
Todo nuestro país se conmocionó con el caso de la pequeña Tamara Moya y el dolor de sus padres, quienes han levantado una noble cruzada en pos de obtener justicia para su hija.
A lo mismo aspiran miles de familias que hace un par de semanas se reunieron en las calles de Santiago para marchar por justicia para los miles de niños, niñas y adolescentes víctimas de la violencia y del delito. Tenemos una deuda pendiente con aquellos más vulnerables. Hoy no solo se cometen más delitos, sino también estos son más violentos y más crueles, especialmente con los niños, niñas y adolescentes, personas con dignidad y derechos -el futuro de las familias y de nuestro país que son víctimas de la violencia en delitos de distinta índole.
Todo niño, niña y adolescente, y toda persona, tiene derecho a vivir en tranquilidad y a desarrollarse plenamente.
Por ello, como país urge avanzar en medidas de prevención, reparación y justicia en este tipo de delitos y, por supuesto, en hacer más severo el castigo a quienes los comentan.
Este proyecto de ley va en esa dirección, pero también debe complementarse con medidas de apoyo a las víctimas y sus familias, especialmente de carácter psicosocial, que les permita superar el trauma de la violencia y retomar sus vidas con la mayor normalidad posible.
Solo así velaremos totalmente por la integridad psíquica y física de quienes son más vulnerados en sus derechos por la delincuencia.
He dicho.";1
"3";"21483";7;2021;7;"SALDÍVAR";"vía telemática";"El señor SALDÍVAR (vía telemática).-
Señor Presidente, el proyecto en discusión tiene como finalidad modificar el Código Penal, con el objeto de proteger a las personas que pertenecen a los grupos más vulnerables de nuestra sociedad, es decir, a los niños, las niñas, los adolescentes, las personas de la tercera edad y las personas que se encuentran en situación de discapacidad.
Para ello, se propone establecer castigos ejemplificadores. No obstante, es problemático que esto se aborde solo mediante el agravamiento de las penas, más aún cuando estos delitos, como en el caso del abuso sexual y de la violación, son cometidos en gran porcentaje por el círculo íntimo de la víctima, siendo un verdadero flagelo que como sociedad no hemos podido solucionar.
He aquí la razón por la cual este proyecto tiene una pequeña dimensión conflictiva: el agravamiento de la pena no significará una reducción del delito y solo servirá de castigo.
Además, este proyecto se basa en el reproche social que, en buena hora, tiene la comisión de delitos contra estos grupos vulnerables, como los ocurridos en los últimos años, en que menores son vulnerados en sus derechos y muchas veces asesinados por quienes tienen el deber protegerlos. Lo mismo sucede en el caso de adultos mayores.
Ese reproche se hace carne en este proyecto, pues contempla la agravación de los delitos cometidos contra un
6
menor de dieciocho años, un adulto mayor o una persona con discapacidad, de acuerdo con la definición de la ley N° 20.422.
También contempla la imposibilidad de que se apliquen los mínimos grados de las penas en los delitos de secuestro cuando estos sean cometidos en contra de menores de dieciocho años, personas en situación de discapacidad o adultos mayores.
Por su parte, el texto que se propone dispone que en el caso de violación se sancione con el grado máximo de la pena si la víctima es un adulto mayor o una persona con discapacidad. Asimismo, agrava la pena en los casos de violación impropia y de abuso sexual.
Al igual que todos, comparto la preocupación por estos grupos vulnerables. Estoy seguro de este proyecto de ley que se aprobará. No obstante, como señalé, no solucionará el problema y esos delitos seguirán ocurriendo. Para solucionar el problema debemos apostar a un cambio cultural, educacional y también social, buscando reducir al mínimo la comisión de esos delitos tan deleznables.
A pesar de todas estas aprensiones, anuncio que votaré a favor este proyecto de ley.
He dicho.";1
"4";"21483";9;2021;7;"WALKER";NA;"El señor WALKER.-
Señor Presidente, es un honor ser uno de los autores de este proyecto de ley, junto con el diputado Víctor Torres , de nuestra bancada de la Democracia Cristiana, y otros diputados con los que trabajamos muy bien en la Comisión de Constitución, Legislación, Justicia y Reglamento.
Agradezco a su presidente, Marcos Ilabaca ; al diputado Gonzalo Fuenzalida , con quien trabajamos en indicaciones para mejorar el proyecto; a la diputada Pamela Jiles , al diputado René Saffirio , al diputado Gabriel Silber , al diputado Leonardo Soto y a la diputada Camila Vallejo , quienes también son mocionantes.
Lo que hace este proyecto -tuve la oportunidad de explicarlo en el extenso informe que rendíes modificar el Código Penal a objeto de aumentar la protección a los menores de edad, a las personas con discapacidad y a los adultos mayores, todos individuos que constituyen una población especialmente vulnerable por su indefensión.
Uno de los casos concretos de la vida diaria que ha sido objeto de conmoción pública es, por ejemplo, cuando se hace un “portonazo” y dentro del vehículo hay un niño o una niña, o un lactante en su silla.
Lo mismo ocurre respecto de la violación y de la violación con homicidio y, como señaló la diputada Érika Olivera , del robo con violencia y del robo con homicidio.
Respecto de la violación, quiero explicar dos puntos.
Lo que hace este proyecto es aumentar las penas para la violación impropia, que es aquella que se comete en contra de menores de 14 años de edad, pasando de presidio mayor en cualquiera de sus grados, es decir, una pena de 5 años y un día a 20 años, a presidio mayor en su grado medio a máximo, o sea, una pena de 10 años y un día a 20 años. Se aumenta el piso mínimo de la pena, por lo que en el caso de la violación impropia el agresor siempre va a tener una pena mínima de 10 años.
El proyecto suprime el delito de violación sodomítica, que castiga a aquella persona que accede carnalmente a un menor de 18 años de edad de su mismo sexo, cuando estamos hablando de una relación consentida, es decir, sin que medien las circunstancias de la violación o el estupro. ¿Por qué lo eliminamos? Muy simple, porque no existe este delito respecto de relaciones carnales entre personas de distinto sexo y, por tanto, era una norma claramente discriminatoria contra las personas que tienen una orientación sexual distinta.
6
He dicho.";1
"5";"21483";11;2021;7;"SANHUEZA";NA;"El señor SANHUEZA.-
Señor Presidente, sin duda, en el último tiempo nos ha tocado ver a través de los medios de comunicación a niños -empatizamos con sus padres que han perdido la vida, como Itan y Tamara, casos emblemáticos que han causado mucho dolor en nuestro país.
Como dijo el diputado que me antecedió en el uso de la palabra, esto no soluciona el problema de fondo. Tiene que haber un cambio cultural, tiene que haber un cambio de nuestra sociedad para evitar que estos hechos lleguen a ocurrir.
También existe mucha frustración. No obstante, uno agradece a aquellos padres que, a pesar del dolor, a pesar del sufrimiento, se comprometen por otros padres a levantar este tipo de iniciativas, que buscan que las sanciones sean más ejemplarizadoras, tal como la sociedad actual lo demanda. Porque es muy frustrante ver que al poco tiempo los delincuentes terminan saliendo de la cárcel.
Asimismo, también vemos con dolor cuando ocurren delitos contra adultos mayores. Existe impotencia en el resto de la sociedad, porque no se entiende cómo se puede abusar de nuestros adultos mayores mediante la comisión de cualquier delito y, más aún, de personas con algún grado de discapacidad, sea permanente o momentánea, porque cualquiera de nosotros podría tener alguna discapacidad física, producto de un accidente, que lo deja en desventaja ante la comisión de un delito.
Por eso, creo que el mensaje que envía el gobierno del Presidente Sebastián Piñera va en el camino correcto. Esta iniciativa del Ejecutivo se refundió con una moción que presentaron algunos parlamentarios de esta Cámara. Es importante que el gobierno y el Parlamento avancen en conjunto para solucionar un problema que aqueja a nuestra sociedad, y que todos, sin distingo político, contribuyamos a establecer sanciones ejemplarizadoras a esos delincuentes que, aprovechándose de la superioridad física o mental, en algún momento determinado cometen este tipo de delitos, pues nuestra sociedad demanda que estén mucho más tiempo tras las rejas.
He dicho.";1
"6";"21483";13;2021;7;"VELÁSQUEZ";"don Pedro";"El señor VELÁSQUEZ (don Pedro).-
Señor Presidente, por su intermedio, saludo a los integrantes de la Mesa, a los colegas y las colegas que se encuentran vía telemática en los distintos puntos del país y también a quienes se encuentran presentes en la Sala.
Hace menos de dos semanas, en Japón, cientos de jóvenes realizaron un encuentro con la finalidad de reafirmar el amor, el respeto y el cariño hacia los adultos mayores. En ellos consideran la sabiduría, la experiencia y el esfuerzo que han hecho por un país que ha sufrido no solo por hechos ocasionados por la naturaleza, sino también por un hecho lamentable como fue la Segunda Guerra Mundial.
Por eso Japón ha generado una serie de políticas que tienden a resguardar al adulto mayor, de tal forma que es principalmente la persona que se trata con más cuidado. No solo es resguardado con políticas de Estado, sino
6
también con el desarrollo urbano de sus calles, de sus ciudades, de sus viviendas y de sus edificios, de manera que puedan tener una mejor calidad de vida por el esfuerzo que realizaron durante toda su existencia.
También, como se puede ver, hoy muchos de nuestros jóvenes, especialmente los más infantes, se ven menoscabados por la falta de afecto, por la falta de cariño, por el exceso de labores que en muchas ocasiones realizan las madres solteras. A ello se suma la poca educación que tenemos en el ámbito de la solidaridad, del amor y del cariño a nuestros hijos para decirles “hijo te quiero, te amo, que amanezcas bien”. Hay una especie de insensibilidad producto de las redes sociales y la televisión. Por eso, esta iniciativa tiene como objetivo ahondar más en eta materia y también en la protección de ellos.
Por lo tanto, agradezco que se siga legislando en los dos pilares fundamentales de nuestra sociedad, como son la infancia y los adultos mayores. Si logramos compatibilizar aquello, vamos a tener un Chile mejor.
He dicho.";1
"7";"21483";15;2021;7;"RATHGEB";"vía telemática";"El señor RATHGEB (vía telemática).-
Señor Presidente, desde la Región de La Araucanía, manifiesto el voto favorable a esta iniciativa, a fin de que se aumenten las penas y el castigo a aquellos delincuentes que comente delitos en contra de adultos mayores, de niños o de personas con algún tipo de discapacidad.
Sabemos que la pena tiene ciertas funciones, como el castigo propiamente tal, en que la idea es que no se vuelva a cometer un delito, o que aquellos a quienes en algún momento se les presenta la posibilidad de cometerlo, se inhiban de hacerlo. Y también cabe mencionar la reinserción social, con la cual lamentablemente en Chile estamos en deuda.
Me alegra mucho que haya un cambio de opinión en parlamentarios que señalaban que el aumento de las penas finalmente no evitaba el delito. Claramente hay un cambio de opinión. Por eso, felicito a aquellos que permanentemente decían que la pena no generaba ese efecto. Incluso, algunos son mocionantes de esta iniciativa.
En la Región de La Araucanía, los incendios y el robo de vehículos, en el que están involucrados como víctimas adultos mayores y niños, es el pan de cada día. Esto ocurre en distintos lugares: en ceremonias religiosas, en funerales, en faenas y trabajos en el sector rural e, incluso, en el sector urbano.
Por lo tanto, apoyamos con entusiasmo esta iniciativa que aumenta las penas a aquellos delincuentes que comenten delitos en contra de esas personas.
Espero que no surjan iniciativas que indiquen que este tipo de normas no es aplicable en la Región de La Araucanía, como ya han surgido algunas iniciativas respecto de determinados delitos que se estarían perpetrando, porque parece que en esta región no hay derecho al Estado de derecho.
Por lo tanto, junto con apoyar la iniciativa con entusiasmo, espero que lo que propone establecer este proyecto, que ojalá sea aprobado tanto en la Cámara como en el Senado, para que se transforme pronto en ley de la república, sea aplicado en todo el país sin exclusión ni excusa alguna, particularmente en la Región de La Araucanía, con el objeto de que disminuya la comisión de los delitos cuya pena busca agravar.
He dicho.";1
"8";"21483";17;2021;7;"ILABACA";NA;"El señor ILABACA.-
Señor Presidente, después de escuchar al colega Rathgeb , tengo, lamentablemente, que cambiar mi intervención, porque debo explicarle, por su intermedio, que hoy en ningún caso se discute un proyecto que busca aumentar las penas para perseguir la comisión de delitos. Su planteamiento está errado, porque la pena no es el modo de inhibir aquello. Se trata de un aspecto que ha sido estudiado y discutido por los más grandes penalistas del país. De manera que lo invito, diputado, por intermedio del señor Presidente, a leer un poco respecto de esta materia.
Lo que estamos haciendo es otra cosa: reconocer que existe un grupo especial de ciudadanos que tiene una calidad de vulnerabilidad, lo que, lamentablemente, los convierte en sujetos de delitos de connotación pública importante.
En definitiva, lo que estamos haciendo a través de este proyecto es otorgar ciertas obligaciones al juez para la aplicación de penas en el caso de que los afectados o víctimas sean niños, niñas o adolescentes -utilizamos el término “menores de 18 años de edad” en el proyecto de ley que discutimos en la Comisión de Constitución, Legislación, Justicia y Reglamento-, adultos mayores y personas con discapacidad, porque entendemos que esta categoría de chilenos y chilenas es objeto de un alto nivel de vulnerabilidad, de modo que requieren una atención especial.
Por lo tanto, lo que estamos haciendo es distinto a lo que erradamente dijo el colega que me antecedió en el uso de la palabra, quien señaló que se aumentan las penas. Estas siguen siendo las mismas, diputado Jorge Rathgeb , por intermedio del señor Presidente. Lo que señalamos es que proponemos establecer circunstancias de calificación diferentes, la disposición de circunstancias modificatorias de responsabilidad penal, es decir, la aplicación de agravantes para ese tipo de conductas.
Tema diferente es que esto nos plantea otro debate abierto en nuestro país, que dice relación con la necesidad de discutir respecto de un nuevo Código Penal. En ese sentido, sé que el gobierno tiene una iniciativa bien avanzada, que esperamos sea ingresada a tramitación legislativa rápidamente, porque no podemos seguir parchando el actual Código Penal, el cual es un verdadero adefesio extraño, que no da cuenta del Chile de hoy.
Por lo tanto, esperamos que pronto se pueda discutir en la Comisión de Constitución, Legislación, Justicia y Reglamento la iniciativa, creada sobre la base de los proyectos de la Presidenta Michelle Bachelet y del gobierno del Presidente Sebastián Piñera.
Creo que, en materia penal, la solución respecto de la comisión de delitos no es el establecimiento de nuevas penas, sino una persecución más efectiva y el desarrollo de una política mucho más sistémica en el combate contra la delincuencia.
He dicho.";1
"9";"21483";19;2021;7;"LONGTON";NA;"El señor LONGTON.-
Señor Presidente, me alegro de que estemos tramitando este proyecto, así como por el trabajo llevado a cabo por la Comisión de Constitución, porque se enfoca en una de las falencias principales del Código Penal, que data de 1874. Por ser un código tan antiguo, este no adecúa las conductas o los tipos penales a la realidad o las penas no se aplican, a pesar de que muchas de ellas son de alta cuantía, motivo por el que se terminan imponiendo penas mucho menores que las establecidas en dicho cuerpo normativo.
En el caso de delitos contra menores de edad, adultos mayores o personas en situación de discapacidad, en los que la vulnerabilidad y la indefensión es mayor, entendemos que se debe aplicar el máximo de la pena, es decir, que en esos casos se debe eliminar el mínimo de la pena, que es lo que hace, precisamente, el proyecto en debate.
6
Además, se deben aumentar las penas en caso de homicidio simple, tal como lo propone una iniciativa que estamos tramitando en la Comisión de Seguridad Ciudadana.
El homicidio no puede tener una pena menor a las de los delitos contra la propiedad, pero en nuestro país hay algunos delitos contra la propiedad que tienen una pena mayor que el homicidio. Incluso, algunos delitos de piratería pueden llegar a una pena igual o superior a las del homicidio.
Además, la iniciativa incorpora una modificación al decreto ley N° 321, que establece la libertad condicional, porque quienes cometen homicidio simple al cumplir la mitad de la pena pueden postular al beneficio. En el proyecto se sube a dos tercios el cumplimiento de la condena para optar a algún tipo de beneficio. No tenía sentido que los autores de delitos de tráfico debieran cumplir más tiempo en prisión que quien comete homicidio.
Este proyecto está en la línea de lo que debe contemplar nuestro nuevo Código Penal. Me refiero a que las personas tengan certeza respecto de las penas que se aplican. No puede ser que el código establezca, por ejemplo, pena de presidio mayor en su grado máximo, de quince a veinte años, en el caso de una violación con homicidio, y que finalmente se termine por aplicar una pena de presidio de siete, ocho o nueve años, en circunstancias de que se trata de un delito de extrema gravedad.
Esta iniciativa apunta principalmente a aquello, así como a defender y proteger a las personas de alta vulnerabilidad en nuestra sociedad, razón por la que deben ser objeto de una protección mayor en nuestro Código Penal.
Me alegro mucho de que estemos tramitando este proyecto de ley, el cual espero que sea aprobado con rapidez por el Senado, porque nos permitirá corregir una deficiencia clara que tiene nuestra legislación penal.
He dicho.";1
"10";"21483";21;2021;7;"BERGER";NA;"El señor BERGER.-
Señor Presidente, por su intermedio saludo a la subsecretaria de Prevención del Delito, quien está presente en la Sala para seguir la discusión de esta importante iniciativa.
Valoro sobremanera que podamos legislar hoy sobre esta materia, ya que en el presente año hemos tenido que lamentar muchas muertes de niños a consecuencia de la delincuencia. Un caso emblemático es el de la pequeña Tamara , quien fue asesinada durante una encerrona producida en la comuna de Huechuraba.
La sensación de injusticia y desamparo que están viviendo nuestros conciudadanos ya no puede esperar más.
Hemos sido totalmente débiles en ese sentido y no hemos podido terminar con el flagelo delincuencial que azota a nuestro país.
Estoy muy de acuerdo con aumentar y agravar las sanciones penales cuando en estos delitos se ven involucrados niños, adultos mayores o personas con discapacidad. Es claro el dolo y la crueldad con que los delincuentes actúan hoy, de manera que es imperioso que se introduzcan las modificaciones pertinentes al Código Penal para aumentar las penas. Sin embargo, voy a aprovechar la ocasión para hacer un llamado a que trabajemos no solo para agravar las penas, sino también para que tomemos conciencia de que el tenor garantista que contempla el actual Código de Procedimiento Penal ha sido uno de los elementos claves que nos ha llevado a la impunidad en nuestro país.
No obtendremos resultados recrudeciendo las penas si antes no nos ocupamos de modificar los aspectos garantistas que hoy dejan al delincuente formalizado y en libertad durante 180 días o más, lo que corresponde al tiempo que dura la investigación.
Estamos tapando el sol con un dedo desde hace años, con el pretexto de no vulnerar los derechos o las garantías constitucionales de quienes han cometido delitos una y otra vez.
6
No hemos sido capaces de darnos cuenta de que no podemos seguir con la puerta giratoria en el ámbito de la delincuencia. Digo lo anterior, sin dejar de mencionar la constancia de la forma en que se han restado atribuciones a las fuerzas policiales para repeler la delincuencia.
Es de público conocimiento el altísimo índice de reincidencia en la actualidad delictual, lo que se constata en el fracaso de las políticas del actual sistema procesal penal.
Señor Presidente, por lo antes expuesto, si bien estoy totalmente a favor de aumentar las sanciones penales, sobre todo en estos casos de presencia de niños o personas incapaces, creo que urge que seamos más realistas…";1
